photoid,label,longitude,latitude, downloadurl
8730380089,-1,141.352154,43.058963,http://farm8.staticflickr.com/7341/8730380089_4dd44f2d73.jpg
2251991648,-1,141.3525,43.059607,http://farm3.staticflickr.com/2370/2251991648_1341c99828.jpg
2252007544,-1,141.3525,43.059607,http://farm3.staticflickr.com/2298/2252007544_e50981b55c.jpg
8036314297,0,141.352393,43.059011,http://farm9.staticflickr.com/8039/8036314297_daefb81f28.jpg
8036318776,-1,141.352393,43.059011,http://farm9.staticflickr.com/8036/8036318776_687083d223.jpg
8036343778,0,141.352393,43.059011,http://farm9.staticflickr.com/8456/8036343778_a6680c0d62.jpg
8036312781,0,141.352393,43.059011,http://farm9.staticflickr.com/8455/8036312781_53f9a2a739.jpg
8770256466,-1,141.352157,43.058666,http://farm3.staticflickr.com/2842/8770256466_82481bd29f.jpg
8036312670,-1,141.352393,43.059011,http://farm9.staticflickr.com/8457/8036312670_5611dfe868.jpg
8036305534,0,141.352393,43.059011,http://farm9.staticflickr.com/8182/8036305534_d6ed003955.jpg
8036309784,0,141.352393,43.059011,http://farm9.staticflickr.com/8315/8036309784_d99640c3b1.jpg
8036318433,0,141.352393,43.059011,http://farm9.staticflickr.com/8316/8036318433_710cf7bf8a.jpg
6832538703,-1,141.351813,43.059327,http://farm8.staticflickr.com/7173/6832538703_784abb4e2f.jpg
2251162595,3,141.3525,43.059607,http://farm3.staticflickr.com/2270/2251162595_c0e1d604d6.jpg
7905767458,1,141.351979,43.058906,http://farm9.staticflickr.com/8441/7905767458_ed5d9a774a.jpg
2251213877,-1,141.3525,43.059607,http://farm3.staticflickr.com/2178/2251213877_6a3b1fd966.jpg
8036342312,0,141.352393,43.059011,http://farm9.staticflickr.com/8177/8036342312_938f75d2f6.jpg
8036345978,0,141.352393,43.059011,http://farm9.staticflickr.com/8176/8036345978_1db5b03fa7.jpg
3654144471,-1,141.352494,43.059413,http://farm3.staticflickr.com/2473/3654144471_8c3fdef074.jpg
2249801262,-1,141.3525,43.059607,http://farm3.staticflickr.com/2136/2249801262_eb42d9e9f5.jpg
8036344960,0,141.352393,43.059011,http://farm9.staticflickr.com/8449/8036344960_ed1c29da0e.jpg
8036290079,1,141.352393,43.059011,http://farm9.staticflickr.com/8176/8036290079_68b573ed32.jpg
2251106113,-1,141.3525,43.059607,http://farm3.staticflickr.com/2058/2251106113_93e07bb9db.jpg
8036293856,1,141.352393,43.059011,http://farm9.staticflickr.com/8450/8036293856_9e35610ab3.jpg
8034967301,-1,141.352775,43.058911,http://farm9.staticflickr.com/8318/8034967301_f7ffbdbed7.jpg
8036284303,0,141.352393,43.059011,http://farm9.staticflickr.com/8173/8036284303_5feb9c46ca.jpg
8730379171,-1,141.352153,43.058963,http://farm8.staticflickr.com/7450/8730379171_d5630ef849.jpg
13666951494,-1,141.351669,43.058633,http://farm8.staticflickr.com/7036/13666951494_2aca784427.jpg
8036342692,-1,141.352393,43.059011,http://farm9.staticflickr.com/8176/8036342692_69ac5dec8c.jpg
8036317722,0,141.352393,43.059011,http://farm9.staticflickr.com/8042/8036317722_ed4781754a.jpg
8036347190,0,141.352393,43.059011,http://farm9.staticflickr.com/8318/8036347190_f2bbc692ca.jpg
8036328642,0,141.352393,43.059011,http://farm9.staticflickr.com/8310/8036328642_3f90767f75.jpg
8036310684,0,141.352393,43.059011,http://farm9.staticflickr.com/8178/8036310684_54e7ac670e.jpg
8036263429,0,141.352393,43.059011,http://farm9.staticflickr.com/8033/8036263429_190d2315ec.jpg
8036312194,0,141.352393,43.059011,http://farm9.staticflickr.com/8313/8036312194_a12627dd76.jpg
2251118075,-1,141.3525,43.059607,http://farm3.staticflickr.com/2271/2251118075_5b8fa70cd3.jpg
13666950544,-1,141.351974,43.058825,http://farm3.staticflickr.com/2873/13666950544_1f7d9f5e20.jpg
2251207993,-1,141.3525,43.059607,http://farm3.staticflickr.com/2257/2251207993_392479c08a.jpg
8036321411,0,141.352393,43.059011,http://farm9.staticflickr.com/8038/8036321411_950cded511.jpg
8036298232,1,141.352393,43.059011,http://farm9.staticflickr.com/8454/8036298232_130e401353.jpg
2249802172,-1,141.3525,43.059607,http://farm3.staticflickr.com/2194/2249802172_1d5f7c92d7.jpg
4013785124,0,141.352472,43.059027,http://farm4.staticflickr.com/3505/4013785124_0b3af9f8b1.jpg
